Noise_Level,h_grid,h_fast,Nh_grid,Nh_fast,MSE_grid,MSE_fast,iter_grid,iter_fast
0,7.08923984598921,8.98889268448766,27,21,3.8801006588587e-07,5.82932307213722e-07,1936,78
