Noise_Level,h_grid,h_fast,Nh_grid,Nh_fast,MSE_grid,MSE_fast,iter_grid,iter_fast,Singal
0,7.08923984598921,8.98889268448766,27,21,3.8801006588587e-07,5.82932307213722e-07,1936,78,Lorantzian
0,2.24887695677573,15.7352662018113,304,44,1.06429234317688,6.67718305623223,6639,78,MRS
0,8.05790379602426,28.0791670535883,148,42,0.322641710566365,2.15683014768324,11846,78,Pulse
0,617.280411598015,637.299981251856,43,42,191130.184942325,197103.511205321,268849,78,Linear3
0,28690.5317423076,28710.5728028763,6,6,246387186.317153,247423696.003671,1793644,78,square4
0,2.30942618449149,22.0535849739187,403,42,3.43256002349004e-06,0.00177683423995133,9304,78,sin6
0,1.31740357444016,12.5470366801738,402,43,1.97052295077997e-06,0.000738562923473434,5294,78,sinc7
